section,key,value
batch:batch-86,completed,False
batch:batch-86,rejected,True
batch:batch-86,waited_in_queue,False
batch:batch-86,status,rejected
batch:batch-87,batch_id,batch-87
batch:batch-87,cycle_time,5.0
batch:batch-87,queue_wait_time,1.0
batch:batch-87,processing_time,4.0
batch:batch-87,stages_count,3
batch:batch-87,completed,False
batch:batch-87,rejected,True
batch:batch-87,waited_in_queue,True
batch:batch-87,status,rejected
batch:batch-88,batch_id,batch-88
batch:batch-88,cycle_time,74.0
batch:batch-88,queue_wait_time,0.0
batch:batch-88,processing_time,16.0
batch:batch-88,stages_count,3
batch:batch-88,completed,True
batch:batch-88,rejected,False
batch:batch-88,waited_in_queue,True
batch:batch-88,status,completed
batch:batch-89,batch_id,batch-89
batch:batch-89,cycle_time,4.0
batch:batch-89,queue_wait_time,0.0
batch:batch-89,processing_time,4.0
batch:batch-89,stages_count,3
batch:batch-89,completed,False
batch:batch-89,rejected,True
batch:batch-89,waited_in_queue,False
batch:batch-89,status,rejected
batch:batch-90,batch_id,batch-90
batch:batch-90,cycle_time,80.0
batch:batch-90,queue_wait_time,0.0
batch:batch-90,processing_time,16.0
batch:batch-90,stages_count,3
batch:batch-90,completed,True
batch:batch-90,rejected,False
batch:batch-90,waited_in_queue,True
batch:batch-90,status,completed
batch:batch-91,batch_id,batch-91
batch:batch-91,cycle_time,11.0
batch:batch-91,queue_wait_time,5.0
batch:batch-91,processing_time,4.0
batch:batch-91,stages_count,3
batch:batch-91,completed,False
batch:batch-91,rejected,True
batch:batch-91,waited_in_queue,True
batch:batch-91,status,rejected
batch:batch-92,batch_id,batch-92
batch:batch-92,cycle_time,9.0
batch:batch-92,queue_wait_time,4.0
batch:batch-92,processing_time,4.0
batch:batch-92,stages_count,3
batch:batch-92,completed,False
batch:batch-92,rejected,True
batch:batch-92,waited_in_queue,True
batch:batch-92,status,rejected
batch:batch-93,batch_id,batch-93
batch:batch-93,cycle_time,4.0
batch:batch-93,queue_wait_time,1.0
batch:batch-93,processing_time,2.0
batch:batch-93,stages_count,3
batch:batch-93,completed,False
batch:batch-93,rejected,True
batch:batch-93,waited_in_queue,True
batch:batch-93,status,rejected
batch:batch-94,batch_id,batch-94
batch:batch-94,cycle_time,6.0
batch:batch-94,queue_wait_time,0.0
batch:batch-94,processing_time,4.0
batch:batch-94,stages_count,3
batch:batch-94,completed,False
batch:batch-94,rejected,True
batch:batch-94,waited_in_queue,False
batch:batch-94,status,rejected
batch:batch-95,batch_id,batch-95
batch:batch-95,cycle_time,5.0
batch:batch-95,queue_wait_time,0.0
batch:batch-95,processing_time,4.0
batch:batch-95,stages_count,3
batch:batch-95,completed,False
batch:batch-95,rejected,True
batch:batch-95,waited_in_queue,False
batch:batch-95,status,rejected
batch:batch-96,batch_id,batch-96
batch:batch-96,cycle_time,70.0
batch:batch-96,queue_wait_time,0.0
batch:batch-96,processing_time,16.0
batch:batch-96,stages_count,3
batch:batch-96,completed,True
batch:batch-96,rejected,False
batch:batch-96,waited_in_queue,True
batch:batch-96,status,completed
batch:batch-97,batch_id,batch-97
batch:batch-97,cycle_time,4.0
batch:batch-97,queue_wait_time,0.0
batch:batch-97,processing_time,4.0
batch:batch-97,stages_count,3
batch:batch-97,completed,False
batch:batch-97,rejected,True
batch:batch-97,waited_in_queue,False
batch:batch-97,status,rejected
batch:batch-98,batch_id,batch-98
batch:batch-98,cycle_time,6.0
batch:batch-98,queue_wait_time,0.0
batch:batch-98,processing_time,4.0
batch:batch-98,stages_count,3
batch:batch-98,completed,False
batch:batch-98,rejected,True
batch:batch-98,waited_in_queue,False
batch:batch-98,status,rejected
batch:batch-99,batch_id,batch-99
batch:batch-99,cycle_time,72.0
batch:batch-99,queue_wait_time,0.0
batch:batch-99,processing_time,16.0
batch:batch-99,stages_count,3
batch:batch-99,completed,True
batch:batch-99,rejected,False
batch:batch-99,waited_in_queue,True
batch:batch-99,status,completed
batch:batch-100,batch_id,batch-100
batch:batch-100,cycle_time,7.0
batch:batch-100,queue_wait_time,0.0
batch:batch-100,processing_time,4.0
batch:batch-100,stages_count,3
batch:batch-100,completed,False
batch:batch-100,rejected,True
batch:batch-100,waited_in_queue,False
batch:batch-100,status,rejected
batch:batch-101,batch_id,batch-101
batch:batch-101,cycle_time,80.0
batch:batch-101,queue_wait_time,0.0
batch:batch-101,processing_time,16.0
batch:batch-101,stages_count,3
batch:batch-101,completed,True
batch:batch-101,rejected,False
batch:batch-101,waited_in_queue,True
batch:batch-101,status,completed
batch:batch-102,batch_id,batch-102
batch:batch-102,cycle_time,10.0
batch:batch-102,queue_wait_time,6.0
batch:batch-102,processing_time,4.0
batch:batch-102,stages_count,3
batch:batch-102,completed,False
batch:batch-102,rejected,True
batch:batch-102,waited_in_queue,True
batch:batch-102,status,rejected
batch:batch-103,batch_id,batch-103
batch:batch-103,cycle_time,8.0
batch:batch-103,queue_wait_time,2.0
batch:batch-103,processing_time,4.0
batch:batch-103,stages_count,3
batch:batch-103,completed,False
batch:batch-103,rejected,True
batch:batch-103,waited_in_queue,True
batch:batch-103,status,rejected
batch:batch-104,batch_id,batch-104
batch:batch-104,cycle_time,6.0
batch:batch-104,queue_wait_time,1.0
batch:batch-104,processing_time,4.0
batch:batch-104,stages_count,3
batch:batch-104,completed,False
batch:batch-104,rejected,True
batch:batch-104,waited_in_queue,True
batch:batch-104,status,rejected
batch:batch-105,batch_id,batch-105
batch:batch-105,cycle_time,4.0
batch:batch-105,queue_wait_time,0.0
batch:batch-105,processing_time,4.0
batch:batch-105,stages_count,3
batch:batch-105,completed,False
batch:batch-105,rejected,True
batch:batch-105,waited_in_queue,False
batch:batch-105,status,rejected
batch:batch-106,batch_id,batch-106
batch:batch-106,cycle_time,72.0
batch:batch-106,queue_wait_time,0.0
batch:batch-106,processing_time,16.0
batch:batch-106,stages_count,3
batch:batch-106,completed,True
batch:batch-106,rejected,False
batch:batch-106,waited_in_queue,True
batch:batch-106,status,completed
batch:batch-107,batch_id,batch-107
batch:batch-107,cycle_time,5.0
batch:batch-107,queue_wait_time,0.0
batch:batch-107,processing_time,4.0
batch:batch-107,stages_count,3
batch:batch-107,completed,False
batch:batch-107,rejected,True
batch:batch-107,waited_in_queue,False
batch:batch-107,status,rejected
batch:batch-108,batch_id,batch-108
batch:batch-108,cycle_time,5.0
batch:batch-108,queue_wait_time,0.0
batch:batch-108,processing_time,4.0
batch:batch-108,stages_count,3
batch:batch-108,completed,False
batch:batch-108,rejected,True
batch:batch-108,waited_in_queue,False
batch:batch-108,status,rejected
batch:batch-109,batch_id,batch-109
batch:batch-109,cycle_time,73.0
batch:batch-109,queue_wait_time,0.0
batch:batch-109,processing_time,16.0
batch:batch-109,stages_count,3
batch:batch-109,completed,True
batch:batch-109,rejected,False
batch:batch-109,waited_in_queue,True
batch:batch-109,status,completed
batch:batch-110,batch_id,batch-110
batch:batch-110,cycle_time,8.0
batch:batch-110,queue_wait_time,0.0
batch:batch-110,processing_time,4.0
batch:batch-110,stages_count,3
batch:batch-110,completed,False
batch:batch-110,rejected,True
batch:batch-110,waited_in_queue,False
batch:batch-110,status,rejected
batch:batch-111,batch_id,batch-111
batch:batch-111,cycle_time,6.0
batch:batch-111,queue_wait_time,2.0
batch:batch-111,processing_time,4.0
batch:batch-111,stages_count,3
batch:batch-111,completed,False
batch:batch-111,rejected,True
batch:batch-111,waited_in_queue,True
batch:batch-111,status,rejected
batch:batch-112,batch_id,batch-112
batch:batch-112,cycle_time,73.0
batch:batch-112,queue_wait_time,0.0
batch:batch-112,processing_time,16.0
batch:batch-112,stages_count,3
batch:batch-112,completed,True
batch:batch-112,rejected,False
batch:batch-112,waited_in_queue,True
batch:batch-112,status,completed
batch:batch-113,batch_id,batch-113
batch:batch-113,cycle_time,7.0
batch:batch-113,queue_wait_time,0.0
batch:batch-113,processing_time,4.0
batch:batch-113,stages_count,3
batch:batch-113,completed,False
batch:batch-113,rejected,True
batch:batch-113,waited_in_queue,False
batch:batch-113,status,rejected
batch:batch-114,batch_id,batch-114
batch:batch-114,cycle_time,8.0
batch:batch-114,queue_wait_time,1.0
batch:batch-114,processing_time,4.0
batch:batch-114,stages_count,3
batch:batch-114,completed,False
batch:batch-114,rejected,True
batch:batch-114,waited_in_queue,True
batch:batch-114,status,rejected
batch:batch-115,batch_id,batch-115
batch:batch-115,cycle_time,6.0
batch:batch-115,queue_wait_time,1.0
batch:batch-115,processing_time,4.0
batch:batch-115,stages_count,3
batch:batch-115,completed,False
batch:batch-115,rejected,True
batch:batch-115,waited_in_queue,True
batch:batch-115,status,rejected
batch:batch-116,batch_id,batch-116
batch:batch-116,cycle_time,69.0
batch:batch-116,queue_wait_time,0.0
batch:batch-116,processing_time,16.0
batch:batch-116,stages_count,3
batch:batch-116,completed,True
batch:batch-116,rejected,False
batch:batch-116,waited_in_queue,True
batch:batch-116,status,completed
batch:batch-117,batch_id,batch-117
batch:batch-117,cycle_time,6.0
batch:batch-117,queue_wait_time,0.0
batch:batch-117,processing_time,4.0
batch:batch-117,stages_count,3
batch:batch-117,completed,False
batch:batch-117,rejected,True
batch:batch-117,waited_in_queue,False
batch:batch-117,status,rejected
batch:batch-118,batch_id,batch-118
batch:batch-118,cycle_time,7.0
batch:batch-118,queue_wait_time,0.0
batch:batch-118,processing_time,4.0
batch:batch-118,stages_count,3
batch:batch-118,completed,False
batch:batch-118,rejected,True
batch:batch-118,waited_in_queue,False
batch:batch-118,status,rejected
batch:batch-119,batch_id,batch-119
batch:batch-119,cycle_time,6.0
batch:batch-119,queue_wait_time,0.0
batch:batch-119,processing_time,4.0
batch:batch-119,stages_count,3
batch:batch-119,completed,False
batch:batch-119,rejected,True
batch:batch-119,waited_in_queue,False
batch:batch-119,status,rejected
batch:batch-120,batch_id,batch-120
batch:batch-120,cycle_time,68.0
batch:batch-120,queue_wait_time,0.0
batch:batch-120,processing_time,16.0
batch:batch-120,stages_count,3
batch:batch-120,completed,True
batch:batch-120,rejected,False
batch:batch-120,waited_in_queue,True
batch:batch-120,status,completed
batch:batch-121,batch_id,batch-121
batch:batch-121,cycle_time,5.0
batch:batch-121,queue_wait_time,0.0
batch:batch-121,processing_time,4.0
batch:batch-121,stages_count,3
batch:batch-121,completed,False
batch:batch-121,rejected,True
batch:batch-121,waited_in_queue,False
batch:batch-121,status,rejected
batch:batch-122,batch_id,batch-122
batch:batch-122,cycle_time,4.0
batch:batch-122,queue_wait_time,0.0
batch:batch-122,processing_time,4.0
batch:batch-122,stages_count,3
batch:batch-122,completed,False
batch:batch-122,rejected,True
batch:batch-122,waited_in_queue,False
batch:batch-122,status,rejected
batch:batch-123,batch_id,batch-123
batch:batch-123,cycle_time,69.0
batch:batch-123,queue_wait_time,0.0
batch:batch-123,processing_time,16.0
batch:batch-123,stages_count,3
batch:batch-123,completed,True
batch:batch-123,rejected,False
batch:batch-123,waited_in_queue,True
batch:batch-123,status,completed
batch:batch-124,batch_id,batch-124
batch:batch-124,cycle_time,5.0
batch:batch-124,queue_wait_time,0.0
batch:batch-124,processing_time,4.0
batch:batch-124,stages_count,3
batch:batch-124,completed,False
batch:batch-124,rejected,True
batch:batch-124,waited_in_queue,False
batch:batch-124,status,rejected
batch:batch-125,batch_id,batch-125
batch:batch-125,cycle_time,4.0
batch:batch-125,queue_wait_time,0.0
batch:batch-125,processing_time,4.0
batch:batch-125,stages_count,3
batch:batch-125,completed,False
batch:batch-125,rejected,True
batch:batch-125,waited_in_queue,False
batch:batch-125,status,rejected
batch:batch-126,batch_id,batch-126
batch:batch-126,cycle_time,69.0
batch:batch-126,queue_wait_time,0.0
batch:batch-126,processing_time,16.0
batch:batch-126,stages_count,3
batch:batch-126,completed,True
batch:batch-126,rejected,False
batch:batch-126,waited_in_queue,True
batch:batch-126,status,completed
batch:batch-127,batch_id,batch-127
batch:batch-127,cycle_time,7.0
batch:batch-127,queue_wait_time,0.0
batch:batch-127,processing_time,4.0
batch:batch-127,stages_count,3
batch:batch-127,completed,False
batch:batch-127,rejected,True
batch:batch-127,waited_in_queue,False
batch:batch-127,status,rejected
batch:batch-128,batch_id,batch-128
batch:batch-128,cycle_time,7.0
batch:batch-128,queue_wait_time,1.0
batch:batch-128,processing_time,4.0
batch:batch-128,stages_count,3
batch:batch-128,completed,False
batch:batch-128,rejected,True
batch:batch-128,waited_in_queue,True
batch:batch-128,status,rejected
batch:batch-129,batch_id,batch-129
batch:batch-129,cycle_time,71.0
batch:batch-129,queue_wait_time,1.0
batch:batch-129,processing_time,16.0
batch:batch-129,stages_count,3
batch:batch-129,completed,True
batch:batch-129,rejected,False
batch:batch-129,waited_in_queue,True
batch:batch-129,status,completed
batch:batch-130,batch_id,batch-130
batch:batch-130,cycle_time,5.0
batch:batch-130,queue_wait_time,1.0
batch:batch-130,processing_time,4.0
batch:batch-130,stages_count,3
batch:batch-130,completed,False
batch:batch-130,rejected,True
batch:batch-130,waited_in_queue,True
batch:batch-130,status,rejected
batch:batch-131,batch_id,batch-131
batch:batch-131,cycle_time,6.0
batch:batch-131,queue_wait_time,0.0
batch:batch-131,processing_time,4.0
batch:batch-131,stages_count,3
batch:batch-131,completed,False
batch:batch-131,rejected,True
batch:batch-131,waited_in_queue,False
batch:batch-131,status,rejected
batch:batch-132,batch_id,batch-132
batch:batch-132,cycle_time,71.0
batch:batch-132,queue_wait_time,0.0
batch:batch-132,processing_time,16.0
batch:batch-132,stages_count,3
batch:batch-132,completed,True
batch:batch-132,rejected,False
batch:batch-132,waited_in_queue,True
batch:batch-132,status,completed
batch:batch-133,batch_id,batch-133
batch:batch-133,cycle_time,5.0
batch:batch-133,queue_wait_time,0.0
batch:batch-133,processing_time,4.0
batch:batch-133,stages_count,3
batch:batch-133,completed,False
batch:batch-133,rejected,True
batch:batch-133,waited_in_queue,False
batch:batch-133,status,rejected
batch:batch-134,batch_id,batch-134
batch:batch-134,cycle_time,4.0
batch:batch-134,queue_wait_time,0.0
batch:batch-134,processing_time,4.0
batch:batch-134,stages_count,3
batch:batch-134,completed,False
batch:batch-134,rejected,True
batch:batch-134,waited_in_queue,False
batch:batch-134,status,rejected
batch:batch-135,batch_id,batch-135
batch:batch-135,cycle_time,4.0
batch:batch-135,queue_wait_time,0.0
batch:batch-135,processing_time,4.0
batch:batch-135,stages_count,3
batch:batch-135,completed,False
batch:batch-135,rejected,True
batch:batch-135,waited_in_queue,False
batch:batch-135,status,rejected
batch:batch-136,batch_id,batch-136
batch:batch-136,cycle_time,67.0
batch:batch-136,queue_wait_time,0.0
batch:batch-136,processing_time,16.0
batch:batch-136,stages_count,3
batch:batch-136,completed,True
batch:batch-136,rejected,False
batch:batch-136,waited_in_queue,True
batch:batch-136,status,completed
batch:batch-137,batch_id,batch-137
batch:batch-137,cycle_time,4.0
batch:batch-137,queue_wait_time,0.0
batch:batch-137,processing_time,4.0
batch:batch-137,stages_count,3
batch:batch-137,completed,False
batch:batch-137,rejected,True
batch:batch-137,waited_in_queue,False
batch:batch-137,status,rejected
batch:batch-138,batch_id,batch-138
batch:batch-138,cycle_time,71.0
batch:batch-138,queue_wait_time,0.0
batch:batch-138,processing_time,16.0
batch:batch-138,stages_count,3
batch:batch-138,completed,True
batch:batch-138,rejected,False
batch:batch-138,waited_in_queue,True
batch:batch-138,status,completed
batch:batch-139,batch_id,batch-139
batch:batch-139,cycle_time,9.0
batch:batch-139,queue_wait_time,1.0
batch:batch-139,processing_time,4.0
batch:batch-139,stages_count,3
batch:batch-139,completed,False
batch:batch-139,rejected,True
batch:batch-139,waited_in_queue,True
batch:batch-139,status,rejected
batch:batch-140,batch_id,batch-140
batch:batch-140,cycle_time,8.0
batch:batch-140,queue_wait_time,2.0
batch:batch-140,processing_time,4.0
batch:batch-140,stages_count,3
batch:batch-140,completed,False
batch:batch-140,rejected,True
batch:batch-140,waited_in_queue,True
batch:batch-140,status,rejected
batch:batch-141,batch_id,batch-141
batch:batch-141,cycle_time,6.0
batch:batch-141,queue_wait_time,2.0
batch:batch-141,processing_time,4.0
batch:batch-141,stages_count,3
batch:batch-141,completed,False
batch:batch-141,rejected,True
batch:batch-141,waited_in_queue,True
batch:batch-141,status,rejected
batch:batch-142,batch_id,batch-142
batch:batch-142,cycle_time,67.0
batch:batch-142,queue_wait_time,0.0
batch:batch-142,processing_time,16.0
batch:batch-142,stages_count,3
batch:batch-142,completed,True
batch:batch-142,rejected,False
batch:batch-142,waited_in_queue,True
batch:batch-142,status,completed
batch:batch-143,batch_id,batch-143
batch:batch-143,cycle_time,6.0
batch:batch-143,queue_wait_time,1.0
batch:batch-143,processing_time,4.0
batch:batch-143,stages_count,3
batch:batch-143,completed,False
batch:batch-143,rejected,True
batch:batch-143,waited_in_queue,True
batch:batch-143,status,rejected
batch:batch-144,batch_id,batch-144
batch:batch-144,cycle_time,7.0
batch:batch-144,queue_wait_time,0.0
batch:batch-144,processing_time,4.0
batch:batch-144,stages_count,3
batch:batch-144,completed,False
batch:batch-144,rejected,True
batch:batch-144,waited_in_queue,False
batch:batch-144,status,rejected
batch:batch-145,batch_id,batch-145
batch:batch-145,cycle_time,6.0
batch:batch-145,queue_wait_time,1.0
batch:batch-145,processing_time,4.0
batch:batch-145,stages_count,3
batch:batch-145,completed,False
batch:batch-145,rejected,True
batch:batch-145,waited_in_queue,True
batch:batch-145,status,rejected
batch:batch-146,batch_id,batch-146
batch:batch-146,cycle_time,63.0
batch:batch-146,queue_wait_time,0.0
batch:batch-146,processing_time,16.0
batch:batch-146,stages_count,3
batch:batch-146,completed,True
batch:batch-146,rejected,False
batch:batch-146,waited_in_queue,True
batch:batch-146,status,completed
batch:batch-147,batch_id,batch-147
batch:batch-147,cycle_time,5.0
batch:batch-147,queue_wait_time,1.0
batch:batch-147,processing_time,4.0
batch:batch-147,stages_count,3
batch:batch-147,completed,False
batch:batch-147,rejected,True
batch:batch-147,waited_in_queue,True
batch:batch-147,status,rejected
batch:batch-148,batch_id,batch-148
batch:batch-148,cycle_time,68.0
batch:batch-148,queue_wait_time,0.0
batch:batch-148,processing_time,16.0
batch:batch-148,stages_count,3
batch:batch-148,completed,True
batch:batch-148,rejected,False
batch:batch-148,waited_in_queue,True
batch:batch-148,status,completed
batch:batch-149,batch_id,batch-149
batch:batch-149,cycle_time,9.0
batch:batch-149,queue_wait_time,3.0
batch:batch-149,processing_time,4.0
batch:batch-149,stages_count,3
batch:batch-149,completed,False
batch:batch-149,rejected,True
batch:batch-149,waited_in_queue,True
batch:batch-149,status,rejected
batch:batch-150,batch_id,batch-150
batch:batch-150,cycle_time,72.0
batch:batch-150,queue_wait_time,1.0
batch:batch-150,processing_time,16.0
batch:batch-150,stages_count,3
batch:batch-150,completed,True
batch:batch-150,rejected,False
batch:batch-150,waited_in_queue,True
batch:batch-150,status,completed
batch:batch-151,batch_id,batch-151
batch:batch-151,cycle_time,10.0
batch:batch-151,queue_wait_time,5.0
batch:batch-151,processing_time,4.0
batch:batch-151,stages_count,3
batch:batch-151,completed,False
batch:batch-151,rejected,True
batch:batch-151,waited_in_queue,True
batch:batch-151,status,rejected
batch:batch-152,batch_id,batch-152
batch:batch-152,cycle_time,10.0
batch:batch-152,queue_wait_time,3.0
batch:batch-152,processing_time,4.0
batch:batch-152,stages_count,3
batch:batch-152,completed,False
batch:batch-152,rejected,True
batch:batch-152,waited_in_queue,True
batch:batch-152,status,rejected
batch:batch-153,batch_id,batch-153
batch:batch-153,cycle_time,10.0
batch:batch-153,queue_wait_time,4.0
batch:batch-153,processing_time,4.0
batch:batch-153,stages_count,3
batch:batch-153,completed,False
batch:batch-153,rejected,True
batch:batch-153,waited_in_queue,True
batch:batch-153,status,rejected
batch:batch-154,batch_id,batch-154
batch:batch-154,cycle_time,68.0
batch:batch-154,queue_wait_time,4.0
batch:batch-154,processing_time,16.0
batch:batch-154,stages_count,3
batch:batch-154,completed,True
batch:batch-154,rejected,False
batch:batch-154,waited_in_queue,True
batch:batch-154,status,completed
batch:batch-155,batch_id,batch-155
batch:batch-155,cycle_time,8.0
batch:batch-155,queue_wait_time,2.0
batch:batch-155,processing_time,4.0
batch:batch-155,stages_count,3
batch:batch-155,completed,False
batch:batch-155,rejected,True
batch:batch-155,waited_in_queue,True
batch:batch-155,status,rejected
batch:batch-156,batch_id,batch-156
batch:batch-156,cycle_time,6.0
batch:batch-156,queue_wait_time,2.0
batch:batch-156,processing_time,4.0
batch:batch-156,stages_count,3
batch:batch-156,completed,False
batch:batch-156,rejected,True
batch:batch-156,waited_in_queue,True
batch:batch-156,status,rejected
batch:batch-157,batch_id,batch-157
batch:batch-157,cycle_time,72.0
batch:batch-157,queue_wait_time,0.0
batch:batch-157,processing_time,16.0
batch:batch-157,stages_count,3
batch:batch-157,completed,True
batch:batch-157,rejected,False
batch:batch-157,waited_in_queue,True
batch:batch-157,status,completed
batch:batch-158,batch_id,batch-158
batch:batch-158,cycle_time,7.0
batch:batch-158,queue_wait_time,1.0
batch:batch-158,processing_time,4.0
batch:batch-158,stages_count,3
batch:batch-158,completed,False
batch:batch-158,rejected,True
batch:batch-158,waited_in_queue,True
batch:batch-158,status,rejected
batch:batch-159,batch_id,batch-159
batch:batch-159,cycle_time,7.0
batch:batch-159,queue_wait_time,1.0
batch:batch-159,processing_time,4.0
batch:batch-159,stages_count,3
batch:batch-159,completed,False
batch:batch-159,rejected,True
batch:batch-159,waited_in_queue,True
batch:batch-159,status,rejected
batch:batch-160,batch_id,batch-160
batch:batch-160,cycle_time,6.0
batch:batch-160,queue_wait_time,0.0
batch:batch-160,processing_time,4.0
batch:batch-160,stages_count,3
batch:batch-160,completed,False
batch:batch-160,rejected,True
batch:batch-160,waited_in_queue,False
batch:batch-160,status,rejected
batch:batch-161,batch_id,batch-161
batch:batch-161,cycle_time,68.0
batch:batch-161,queue_wait_time,0.0
batch:batch-161,processing_time,16.0
batch:batch-161,stages_count,3
batch:batch-161,completed,True
batch:batch-161,rejected,False
batch:batch-161,waited_in_queue,True
batch:batch-161,status,completed
batch:batch-162,batch_id,batch-162
batch:batch-162,cycle_time,5.0
batch:batch-162,queue_wait_time,1.0
batch:batch-162,processing_time,4.0
batch:batch-162,stages_count,3
batch:batch-162,completed,False
batch:batch-162,rejected,True
batch:batch-162,waited_in_queue,True
batch:batch-162,status,rejected
batch:batch-163,batch_id,batch-163
batch:batch-163,cycle_time,73.0
batch:batch-163,queue_wait_time,0.0
batch:batch-163,processing_time,16.0
batch:batch-163,stages_count,3
batch:batch-163,completed,True
batch:batch-163,rejected,False
batch:batch-163,waited_in_queue,True
batch:batch-163,status,completed
batch:batch-164,batch_id,batch-164
batch:batch-164,cycle_time,8.0
batch:batch-164,queue_wait_time,3.0
batch:batch-164,processing_time,4.0
batch:batch-164,stages_count,3
batch:batch-164,completed,False
batch:batch-164,rejected,True
batch:batch-164,waited_in_queue,True
batch:batch-164,status,rejected
batch:batch-165,batch_id,batch-165
batch:batch-165,cycle_time,9.0
batch:batch-165,queue_wait_time,0.0
batch:batch-165,processing_time,4.0
batch:batch-165,stages_count,3
batch:batch-165,completed,False
batch:batch-165,rejected,True
batch:batch-165,waited_in_queue,False
batch:batch-165,status,rejected
batch:batch-166,batch_id,batch-166
batch:batch-166,cycle_time,7.0
batch:batch-166,queue_wait_time,3.0
batch:batch-166,processing_time,4.0
batch:batch-166,stages_count,3
batch:batch-166,completed,False
batch:batch-166,rejected,True
batch:batch-166,waited_in_queue,True
batch:batch-166,status,rejected
batch:batch-167,batch_id,batch-167
batch:batch-167,cycle_time,71.0
batch:batch-167,queue_wait_time,0.0
batch:batch-167,processing_time,16.0
batch:batch-167,stages_count,3
batch:batch-167,completed,True
batch:batch-167,rejected,False
batch:batch-167,waited_in_queue,True
batch:batch-167,status,completed
batch:batch-168,batch_id,batch-168
batch:batch-168,cycle_time,4.0
batch:batch-168,queue_wait_time,0.0
batch:batch-168,processing_time,4.0
batch:batch-168,stages_count,3
batch:batch-168,completed,False
batch:batch-168,rejected,True
batch:batch-168,waited_in_queue,False
batch:batch-168,status,rejected
batch:batch-169,batch_id,batch-169
batch:batch-169,cycle_time,4.0
batch:batch-169,queue_wait_time,0.0
batch:batch-169,processing_time,4.0
batch:batch-169,stages_count,3
batch:batch-169,completed,False
batch:batch-169,rejected,True
batch:batch-169,waited_in_queue,False
batch:batch-169,status,rejected
batch:batch-170,batch_id,batch-170
batch:batch-170,cycle_time,72.0
batch:batch-170,queue_wait_time,0.0
batch:batch-170,processing_time,16.0
batch:batch-170,stages_count,3
batch:batch-170,completed,True
batch:batch-170,rejected,False
batch:batch-170,waited_in_queue,True
batch:batch-170,status,completed
batch:batch-171,batch_id,batch-171
batch:batch-171,cycle_time,5.0
batch:batch-171,queue_wait_time,1.0
batch:batch-171,processing_time,4.0
batch:batch-171,stages_count,3
batch:batch-171,completed,False
batch:batch-171,rejected,True
batch:batch-171,waited_in_queue,True
batch:batch-171,status,rejected
batch:batch-172,batch_id,batch-172
batch:batch-172,cycle_time,5.0
batch:batch-172,queue_wait_time,0.0
batch:batch-172,processing_time,4.0
batch:batch-172,stages_count,3
batch:batch-172,completed,False
batch:batch-172,rejected,True
batch:batch-172,waited_in_queue,False
batch:batch-172,status,rejected
batch:batch-173,batch_id,batch-173
batch:batch-173,cycle_time,4.0
batch:batch-173,queue_wait_time,0.0
batch:batch-173,processing_time,4.0
batch:batch-173,stages_count,3
batch:batch-173,completed,False
batch:batch-173,rejected,True
batch:batch-173,waited_in_queue,False
batch:batch-173,status,rejected
batch:batch-174,batch_id,batch-174
batch:batch-174,cycle_time,68.0
batch:batch-174,queue_wait_time,0.0
batch:batch-174,processing_time,16.0
batch:batch-174,stages_count,3
batch:batch-174,completed,True
batch:batch-174,rejected,False
batch:batch-174,waited_in_queue,True
batch:batch-174,status,completed
batch:batch-175,batch_id,batch-175
batch:batch-175,cycle_time,7.0
batch:batch-175,queue_wait_time,0.0
batch:batch-175,processing_time,4.0
batch:batch-175,stages_count,3
batch:batch-175,completed,False
batch:batch-175,rejected,True
batch:batch-175,waited_in_queue,False
batch:batch-175,status,rejected
batch:batch-176,batch_id,batch-176
batch:batch-176,cycle_time,72.0
batch:batch-176,queue_wait_time,1.0
batch:batch-176,processing_time,16.0
batch:batch-176,stages_count,3
batch:batch-176,completed,True
batch:batch-176,rejected,False
batch:batch-176,waited_in_queue,True
batch:batch-176,status,completed
batch:batch-177,batch_id,batch-177
batch:batch-177,cycle_time,6.0
batch:batch-177,queue_wait_time,2.0
batch:batch-177,processing_time,4.0
batch:batch-177,stages_count,3
batch:batch-177,completed,False
batch:batch-177,rejected,True
batch:batch-177,waited_in_queue,True
batch:batch-177,status,rejected
batch:batch-178,batch_id,batch-178
batch:batch-178,cycle_time,7.0
batch:batch-178,queue_wait_time,0.0
batch:batch-178,processing_time,4.0
batch:batch-178,stages_count,3
batch:batch-178,completed,False
batch:batch-178,rejected,True
batch:batch-178,waited_in_queue,False
batch:batch-178,status,rejected
batch:batch-179,batch_id,batch-179
batch:batch-179,cycle_time,6.0
batch:batch-179,queue_wait_time,0.0
batch:batch-179,processing_time,4.0
batch:batch-179,stages_count,3
batch:batch-179,completed,False
batch:batch-179,rejected,True
batch:batch-179,waited_in_queue,False
batch:batch-179,status,rejected
batch:batch-180,batch_id,batch-180
batch:batch-180,cycle_time,4.0
batch:batch-180,queue_wait_time,0.0
batch:batch-180,processing_time,4.0
batch:batch-180,stages_count,3
batch:batch-180,completed,False
batch:batch-180,rejected,True
batch:batch-180,waited_in_queue,False
batch:batch-180,status,rejected
batch:batch-181,batch_id,batch-181
batch:batch-181,cycle_time,65.0
batch:batch-181,queue_wait_time,0.0
batch:batch-181,processing_time,16.0
batch:batch-181,stages_count,3
batch:batch-181,completed,True
batch:batch-181,rejected,False
batch:batch-181,waited_in_queue,True
